Genotype,Sex,ChrY_cov,,,,,geno_match_temp,Isolate_covFileName
8412_449,2,0.182386,,,,,8412_449,S.8412.453.R1.match.sdr.cov.txt
8412_197,1,0.182726,,,,,8412_197,S.8412.197.R1.match.sdr.cov.txt
8412_459,2,0.182991,,,,,8412_459,S.8412.463.R1.match.sdr.cov.txt
8412_388,2,0.183086,,,,,8412_388,S.8412.392.R1.match.sdr.cov.txt
8412_450,2,0.183086,,,,,8412_45,S.8412.454.R1.match.sdr.cov.txt
8412_036,0,0.183235,,,,,8412_036,S.8412.036.R1.match.sdr.cov.txt
8412_192,1,0.183404,,,,,8412_192,S.8412.192.R1.match.sdr.cov.txt
8415_302,0,0.183479,,,,,8415_302,S.8415.306.R1.match.sdr.cov.txt
8412_188,2,0.183571,,,,,8412_188,S.8412.188.R1.match.sdr.cov.txt
8415_366,4,0.183975,,,,,8415_366,S.8415.37.R1.match.sdr.cov.txt
8415_394,0,0.184347,,,,,8415_394,S.8415.398.R1.match.sdr.cov.txt
8415_416,1,0.18438,,,,,8415_416,S.8415.42.R1.match.sdr.cov.txt
8415_426,0,0.184444,,,,,8415_426,S.8415.43.R1.match.sdr.cov.txt
8412_416,0,0.184675,,,,,8412_416,S.8412.42.R1.match.sdr.cov.txt
8412_111,2,0.185009,,,,,8412_111,S.8412.111.R1.match.sdr.cov.txt
8412_133,2,0.185696,,,,,8412_133,S.8412.133.R1.match.sdr.cov.txt
8412_109,2,0.185841,,,,,8412_109,S.8412.109.R1.match.sdr.cov.txt
8412_407,1,0.185985,,,,,8412_407,S.8412.411.R1.match.sdr.cov.txt
8415_356,2,0.186019,,,,,8415_356,S.8415.36.R1.match.sdr.cov.txt
8412_161,0,0.186377,,,,,8412_161,S.8412.161.R1.match.sdr.cov.txt
8412_335,1,0.186932,,,,,8412_335,S.8412.339.R1.match.sdr.cov.txt
8415_139,2,0.187006,,,,,8415_139,S.8415.143.R1.match.sdr.cov.txt
8412_235,2,0.187105,,,,,8412_235,S.8412.235.R1.match.sdr.cov.txt
8412_355,2,0.187135,,,,,8412_355,S.8412.359.R1.match.sdr.cov.txt
8412_351,2,0.187142,,,,,8412_351,S.8412.355.R1.match.sdr.cov.txt
8415_328,0,0.187235,,,,,8415_328,S.8415.332.R1.match.sdr.cov.txt
8412_167,0,0.187264,,,,,8412_167,S.8412.167.R1.match.sdr.cov.txt
8412_454,0,0.187381,,,,,8412_454,S.8412.458.R1.match.sdr.cov.txt
8412_484,0,0.187774,,,,,8412_484,S.8415.001.R1.match.sdr.cov.txt
8412_038,1,0.187821,,,,,8412_038,S.8412.038.R1.match.sdr.cov.txt
8415_438,3,0.18807,,,,,8415_438,S.8415.442.R1.match.sdr.cov.txt
8412_475,1,0.188095,,,,,8412_475,S.8412.479.R1.match.sdr.cov.txt
8412_309,2,0.18828,,,,,8412_309,S.8412.309.R1.match.sdr.cov.txt
8412_168,0,0.188459,,,,,8412_168,S.8412.168.R1.match.sdr.cov.txt
8415_311,1,0.188497,,,,,8415_311,S.8415.315.R1.match.sdr.cov.txt
8415_442,0,0.188556,,,,,8415_442,S.8415.446.R1.match.sdr.cov.txt
8412_378,2,0.188601,,,,,8412_378,S.8412.382.R1.match.sdr.cov.txt
8412_021,0,0.188716,,,,,8412_021,S.8412.021.R1.match.sdr.cov.txt
8415_305,0,0.1888,,,,,8415_305,S.8415.309.R1.match.sdr.cov.txt
8415_271,0,0.189295,,,,,8415_271,S.8415.275.R1.match.sdr.cov.txt
8415_417,0,0.189314,,,,,8415_417,S.8415.421.R1.match.sdr.cov.txt
8412_469,1,0.189474,,,,,8412_469,S.8412.473.R1.match.sdr.cov.txt
8415_011,2,0.189625,,,,,8415_011,S.8415.015.R1.match.sdr.cov.txt
8412_225,0,0.18994,,,,,8412_225,S.8412.225.R1.match.sdr.cov.txt
8412_023,1,0.190077,,,,,8412_023,S.8412.023.R1.match.sdr.cov.txt
8415_419,3,0.190575,,,,,8415_419,S.8415.423.R1.match.sdr.cov.txt
8415_268,2,0.190942,,,,,8415_268,S.8415.272.R1.match.sdr.cov.txt
8412_369,0,0.191115,,,,,8412_369,S.8412.373.R1.match.sdr.cov.txt
8412_436,2,0.19121,,,,,8412_436,S.8412.44.R1.match.sdr.cov.txt
8412_162,2,0.191277,,,,,8412_162,S.8412.162.R1.match.sdr.cov.txt
8216_04,0,0.191421,,,,,8216_04,S.8216.004.R1.match.sdr.cov.txt
8412_113,4,0.191429,,,,,8412_113,S.8412.113.R1.match.sdr.cov.txt
8412_118,2,0.191485,,,,,8412_118,S.8412.118.R1.match.sdr.cov.txt
8412_305,0,0.191672,,,,,8412_305,S.8412.305.R1.match.sdr.cov.txt
8412_267,2,0.191777,,,,,8412_267,S.8412.267.R1.match.sdr.cov.txt
8415_208,2,0.191845,,,,,8415_208,S.8415.212.R1.match.sdr.cov.txt
8415_345,0,0.191959,,,,,8415_345,S.8415.349.R1.match.sdr.cov.txt
8412_323,2,0.192231,,,,,8412_323,S.8412.327.R1.match.sdr.cov.txt
8415_239,0,0.192234,,,,,8415_239,S.8415.243.R1.match.sdr.cov.txt
8412_248,0,0.192272,,,,,8412_248,S.8412.248.R1.match.sdr.cov.txt
8415_250,0,0.192454,,,,,8415_25,S.8415.254.R1.match.sdr.cov.txt
8412_298,0,0.192551,,,,,8412_298,S.8412.298.R1.match.sdr.cov.txt
8412_060,2,0.192739,,,,,8412_060,S.8412.06.R1.match.sdr.cov.txt
8412_227,0,0.192755,,,,,8412_227,S.8412.227.R1.match.sdr.cov.txt
8415_004,0,0.193224,,,,,8415_004,S.8415.008.R1.match.sdr.cov.txt
8415_359,1,0.193401,,,,,8415_359,S.8415.363.R1.match.sdr.cov.txt
8415_307,4,0.193474,,,,,8415_307,S.8415.311.R1.match.sdr.cov.txt
8412_259,0,0.193572,,,,,8412_259,S.8412.259.R1.match.sdr.cov.txt
8415_375,0,0.194099,,,,,8415_375,S.8415.379.R1.match.sdr.cov.txt
8415_127,0,0.19423,,,,,8415_127,S.8415.131.R1.match.sdr.cov.txt
8415_435,0,0.19441,,,,,8415_435,S.8415.439.R1.match.sdr.cov.txt
8412_417,3,0.194506,,,,,8412_417,S.8412.421.R1.match.sdr.cov.txt
8412_079,2,0.194554,,,,,8412_079,S.8412.079.R1.match.sdr.cov.txt
8412_223,0,0.194985,,,,,8412_223,S.8412.223.R1.match.sdr.cov.txt
8412_313,1,0.195626,,,,,,S.8412.317.R1.match.sdr.cov.txt
8412_262,0,0.195666,,,,,8412_262,S.8412.262.R1.match.sdr.cov.txt
8415_379,0,0.195892,,,,,8415_379,S.8415.383.R1.match.sdr.cov.txt
8415_241,0,0.195902,,,,,8415_241,S.8415.245.R1.match.sdr.cov.txt
8415_161,2,0.195954,,,,,8415_161,S.8415.165.R1.match.sdr.cov.txt
8412_263,4,0.196072,,,,,8412_263,S.8412.263.R1.match.sdr.cov.txt
8412_077,0,0.196195,,,,,8412_077,S.8412.077.R1.match.sdr.cov.txt
8415_347,2,0.196607,,,,,8415_347,S.8415.351.R1.match.sdr.cov.txt
8415_368,1,0.196661,,,,,8415_368,S.8415.372.R1.match.sdr.cov.txt
8412_476,2,0.19705,,,,,8412_476,S.8412.48.R1.match.sdr.cov.txt
8412_116,1,0.197202,,,,,8412_116,S.8412.116.R1.match.sdr.cov.txt
8412_181,0,0.19736,,,,,8412_181,S.8412.181.R1.match.sdr.cov.txt
8412_175,0,0.197581,,,,,8412_175,S.8412.175.R1.match.sdr.cov.txt
8415_396,2,0.197709,,,,,8415_396,S.8415.4.R1.match.sdr.cov.txt
8415_128,2,0.197836,,,,,8415_128,S.8415.132.R1.match.sdr.cov.txt
7619_004,0,0.198405,,,,,7619_004,S.7619.004.R1.match.sdr.cov.txt
8412_295,3,0.198637,,,,,8412_295,S.8412.295.R1.match.sdr.cov.txt
8415_125,1,0.199102,,,,,8415_125,S.8415.129.R1.match.sdr.cov.txt
8412_252,0,0.199481,,,,,8412_252,S.8412.252.R1.match.sdr.cov.txt
8415_222,2,0.200161,,,,,8415_222,S.8415.226.R1.match.sdr.cov.txt
8415_113,0,0.20068,,,,,8415_113,S.8415.117.R1.match.sdr.cov.txt
8412_406,1,0.201096,,,,,8412_406,S.8412.41.R1.match.sdr.cov.txt
8415_303,1,0.201311,,,,,8415_303,S.8415.307.R1.match.sdr.cov.txt
8415_336,4,0.202055,,,,,8415_336,S.8415.34.R1.match.sdr.cov.txt
8415_315,1,0.202409,,,,,8415_315,S.8415.319.R1.match.sdr.cov.txt
8412_107,2,0.202916,,,,,8412_107,S.8412.107.R1.match.sdr.cov.txt
8412_245,0,0.203102,,,,,8412_245,S.8412.245.R1.match.sdr.cov.txt
8415_216,2,0.203306,,,,,8415_216,S.8415.22.R1.match.sdr.cov.txt
8415_395,2,0.203654,,,,,8415_395,S.8415.399.R1.match.sdr.cov.txt
8415_223,0,0.20366,,,,,8415_223,S.8415.227.R1.match.sdr.cov.txt
8412_339,2,0.203721,,,,,8412_339,S.8412.343.R1.match.sdr.cov.txt
8412_153,0,0.20421,,,,,8412_153,S.8412.153.R1.match.sdr.cov.txt
8412_214,0,0.204259,,,,,8412_214,S.8412.214.R1.match.sdr.cov.txt
8415_423,1,0.204477,,,,,8415_423,S.8415.427.R1.match.sdr.cov.txt
8412_481,1,0.20531,,,,,8412_481,S.8412.485.R1.match.sdr.cov.txt
8415_397,0,0.20556,,,,,8415_397,S.8415.401.R1.match.sdr.cov.txt
8415_344,0,0.20596,,,,,8415_344,S.8415.348.R1.match.sdr.cov.txt
8415_310,0,0.206025,,,,,8415_31,S.8415.314.R1.match.sdr.cov.txt
8412_172,2,0.206231,,,,,8412_172,S.8412.172.R1.match.sdr.cov.txt
8412_221,0,0.20687,,,,,8412_221,S.8412.221.R1.match.sdr.cov.txt
8415_430,2,0.206905,,,,,8415_43,S.8415.434.R1.match.sdr.cov.txt
8412_037,3,0.207405,,,,,8412_037,S.8412.037.R1.match.sdr.cov.txt
8415_393,2,0.207826,,,,,8415_393,S.8415.397.R1.match.sdr.cov.txt
8415_162,2,0.207891,,,,,8415_162,S.8415.166.R1.match.sdr.cov.txt
8412_012,0,0.208449,,,,,8412_012,S.8412.012.R1.match.sdr.cov.txt
8412_024,1,0.208776,,,,,8412_024,S.8412.024.R1.match.sdr.cov.txt
8415_410,1,0.208942,,,,,8415_41,S.8415.414.R1.match.sdr.cov.txt
8415_312,0,0.208965,,,,,8415_312,S.8415.316.R1.match.sdr.cov.txt
8412_249,2,0.209052,,,,,8412_249,S.8412.249.R1.match.sdr.cov.txt
8412_027,2,0.209259,,,,,8412_027,S.8412.027.R1.match.sdr.cov.txt
8412_011,2,0.209382,,,,,8412_011,S.8412.011.R1.match.sdr.cov.txt
8412_193,2,0.209479,,,,,8412_193,S.8412.193.R1.match.sdr.cov.txt
8412_014,0,0.209506,,,,,8412_014,S.8412.014.R1.match.sdr.cov.txt
8415_318,2,0.209514,,,,,8415_318,S.8415.322.R1.match.sdr.cov.txt
8412_051,4,0.209547,,,,,8412_051,S.8412.051.R1.match.sdr.cov.txt
8415_240,3,0.209964,,,,,8415_24,S.8415.244.R1.match.sdr.cov.txt
8412_360,0,0.210827,,,,,8412_36,S.8412.364.R1.match.sdr.cov.txt
8412_101,1,0.210835,,,,,8412_101,S.8412.101.R1.match.sdr.cov.txt
8415_019,2,0.211327,,,,,8415_019,S.8415.023.R1.match.sdr.cov.txt
8412_115,0,0.211656,,,,,8412_115,S.8412.115.R1.match.sdr.cov.txt
8412_212,2,0.211665,,,,,8412_212,S.8412.212.R1.match.sdr.cov.txt
8412_236,0,0.211752,,,,,8412_236,S.8412.236.R1.match.sdr.cov.txt
8412_251,1,0.211769,,,,,8412_251,S.8412.251.R1.match.sdr.cov.txt
8412_203,0,0.211846,,,,,8412_203,S.8412.203.R1.match.sdr.cov.txt
8412_017,0,0.211865,,,,,8412_017,S.8412.017.R1.match.sdr.cov.txt
3582_03,0,0.212079,,,,,3582_03,S.3582.003.R1.match.sdr.cov.txt
8412_178,0,0.212214,,,,,8412_178,S.8412.178.R1.match.sdr.cov.txt
8412_004,2,0.212572,,,,,8412_004,S.8412.004.R1.match.sdr.cov.txt
8412_146,2,0.21281,,,,,8412_146,S.8412.146.R1.match.sdr.cov.txt
8415_287,0,0.21299,,,,,8415_287,S.8415.291.R1.match.sdr.cov.txt
8412_312,1,0.213307,,,,,,S.8412.316.R1.match.sdr.cov.txt
8412_121,2,0.213355,,,,,8412_121,S.8412.121.R1.match.sdr.cov.txt
8412_358,2,0.213869,,,,,8412_358,S.8412.362.R1.match.sdr.cov.txt
8412_120,1,0.214706,,,,,8412_120,S.8412.12.R1.match.sdr.cov.txt
8232_05,0,0.215104,,,,,8232_05,S.8232.005.R1.match.sdr.cov.txt
8412_234,0,0.215105,,,,,8412_234,S.8412.234.R1.match.sdr.cov.txt
8412_471,0,0.215537,,,,,8412_471,S.8412.475.R1.match.sdr.cov.txt
8412_031,2,0.215617,,,,,8412_031,S.8412.031.R1.match.sdr.cov.txt
8412_098,2,0.215635,,,,,8412_098,S.8412.098.R1.match.sdr.cov.txt
8412_247,2,0.215914,,,,,8412_247,S.8412.247.R1.match.sdr.cov.txt
8412_001,1,0.216156,,,,,8412_001,S.8412.001.R1.match.sdr.cov.txt
8412_035,0,0.216205,,,,,8412_035,S.8412.035.R1.match.sdr.cov.txt
8415_294,1,0.21623,,,,,8415_294,S.8415.298.R1.match.sdr.cov.txt
8412_110,2,0.21641,,,,,8412_110,S.8412.11.R1.match.sdr.cov.txt
8415_437,2,0.21701,,,,,8415_437,S.8415.441.R1.match.sdr.cov.txt
8412_371,1,0.217084,,,,,8412_371,S.8412.375.R1.match.sdr.cov.txt
8412_257,2,0.218531,,,,,8412_257,S.8412.257.R1.match.sdr.cov.txt
8412_164,0,0.218647,,,,,8412_164,S.8412.164.R1.match.sdr.cov.txt
8412_050,2,0.219266,,,,,8412_050,S.8412.05.R1.match.sdr.cov.txt
8412_272,1,0.219995,,,,,8412_272,S.8412.272.R1.match.sdr.cov.txt
8415_436,4,0.220271,,,,,8415_436,S.8415.44.R1.match.sdr.cov.txt
8216_03,0,0.220287,,,,,8216_03,S.8216.003.R1.match.sdr.cov.txt
8412_462,0,0.220751,,,,,8412_462,S.8412.466.R1.match.sdr.cov.txt
8415_425,4,0.220822,,,,,8415_425,S.8415.429.R1.match.sdr.cov.txt
8412_322,0,0.220835,,,,,8412_322,S.8412.326.R1.match.sdr.cov.txt
8412_315,1,0.220977,,,,,8412_315,S.8412.319.R1.match.sdr.cov.txt
8412_219,1,0.221552,,,,,8412_219,S.8412.219.R1.match.sdr.cov.txt
8415_367,4,0.222407,,,,,8415_367,S.8415.371.R1.match.sdr.cov.txt
8412_362,1,0.222577,,,,,8412_362,S.8412.366.R1.match.sdr.cov.txt
8415_383,4,0.223449,,,,,8415_383,S.8415.387.R1.match.sdr.cov.txt
8412_065,2,0.223605,,,,,8412_065,S.8412.065.R1.match.sdr.cov.txt
8412_057,0,0.223835,,,,,8412_057,S.8412.057.R1.match.sdr.cov.txt
8415_371,0,0.224162,,,,,8415_371,S.8415.375.R1.match.sdr.cov.txt
8412_244,0,0.224331,,,,,8412_244,S.8412.244.R1.match.sdr.cov.txt
8415_200,0,0.225001,,,,,8415_2,S.8415.204.R1.match.sdr.cov.txt
8415_237,0,0.225166,,,,,8415_237,S.8415.241.R1.match.sdr.cov.txt
8412_239,3,0.226879,,,,,8412_239,S.8412.239.R1.match.sdr.cov.txt
8415_275,1,0.22716,,,,,8415_275,S.8415.279.R1.match.sdr.cov.txt
8415_374,0,0.227356,,,,,8415_374,S.8415.378.R1.match.sdr.cov.txt
8415_107,0,0.227714,,,,,8415_107,S.8415.111.R1.match.sdr.cov.txt
8415_389,0,0.227721,,,,,8415_389,S.8415.393.R1.match.sdr.cov.txt
8415_381,0,0.228394,,,,,8415_381,S.8415.385.R1.match.sdr.cov.txt
8415_296,0,0.228817,,,,,8415_296,S.8415.3.R1.match.sdr.cov.txt
7619_006,0,0.229774,,,,,7619_006,S.7619.006.R1.match.sdr.cov.txt
8412_136,2,0.229812,,,,,8412_136,S.8412.136.R1.match.sdr.cov.txt
8412_246,0,0.22998,,,,,8412_246,S.8412.246.R1.match.sdr.cov.txt
8412_215,2,0.230139,,,,,8412_215,S.8412.215.R1.match.sdr.cov.txt
8412_254,-,0.231074,,,,,8412_254,S.8412.254.R1.match.sdr.cov.txt
8415_346,2,0.231172,,,,,8415_346,S.8415.35.R1.match.sdr.cov.txt
8415_277,0,0.231629,,,,,8415_277,S.8415.281.R1.match.sdr.cov.txt
8412_128,1,0.231691,,,,,8412_128,S.8412.128.R1.match.sdr.cov.txt
8412_013,2,0.232034,,,,,8412_013,S.8412.013.R1.match.sdr.cov.txt
8412_280,0,0.23237,,,,,8412_280,S.8412.28.R1.match.sdr.cov.txt
8412_264,0,0.232882,,,,,8412_264,S.8412.264.R1.match.sdr.cov.txt
8412_029,2,0.23302,,,,,8412_029,S.8412.029.R1.match.sdr.cov.txt
8415_247,0,0.233121,,,,,8415_247,S.8415.251.R1.match.sdr.cov.txt
8412_103,1,0.233261,,,,,8412_103,S.8412.103.R1.match.sdr.cov.txt
3582_01,4,0.23382,,,,,3582_01,S.3582.001.R1.match.sdr.cov.txt
8412_329,2,0.233855,,,,,8412_329,S.8412.333.R1.match.sdr.cov.txt
8412_226,0,0.23386,,,,,8412_226,S.8412.226.R1.match.sdr.cov.txt
8415_284,0,0.233884,,,,,8415_284,S.8415.288.R1.match.sdr.cov.txt
8412_243,0,0.234336,,,,,8412_243,S.8412.243.R1.match.sdr.cov.txt
8412_096,0,0.235952,,,,,8412_096,S.8412.096.R1.match.sdr.cov.txt
8415_114,0,0.23601,,,,,8415_114,S.8415.118.R1.match.sdr.cov.txt
8415_317,4,0.236524,,,,,8415_317,S.8415.321.R1.match.sdr.cov.txt
8412_299,4,0.237854,,,,,8412_299,S.8412.299.R1.match.sdr.cov.txt
8415_257,2,0.238431,,,,,8415_257,S.8415.261.R1.match.sdr.cov.txt
8412_196,2,0.238909,,,,,8412_196,S.8412.196.R1.match.sdr.cov.txt
8412_143,0,0.239066,,,,,8412_143,S.8412.143.R1.match.sdr.cov.txt
8412_194,1,0.239174,,,,,8412_194,S.8412.194.R1.match.sdr.cov.txt
8412_199,2,0.239277,,,,,8412_199,S.8412.199.R1.match.sdr.cov.txt
8412_104,0,0.239644,,,,,8412_104,S.8412.104.R1.match.sdr.cov.txt
8412_356,2,0.240297,,,,,8412_356,S.8412.36.R1.match.sdr.cov.txt
8412_240,3,0.240379,,,,,8412_240,S.8412.24.R1.match.sdr.cov.txt
8412_185,0,0.240572,,,,,8412_185,S.8412.185.R1.match.sdr.cov.txt
8415_446,0,0.242574,,,,,8415_446,S.8415.45.R1.match.sdr.cov.txt
8415_377,2,0.243066,,,,,8415_377,S.8415.381.R1.match.sdr.cov.txt
8415_439,0,0.243081,,,,,8415_439,S.8415.443.R1.match.sdr.cov.txt
8415_411,2,0.243226,,,,,8415_411,S.8415.415.R1.match.sdr.cov.txt
8415_117,0,0.243432,,,,,8415_117,S.8415.121.R1.match.sdr.cov.txt
8412_210,0,0.24417,,,,,8412_210,S.8412.21.R1.match.sdr.cov.txt
8412_354,2,0.246151,,,,,8412_354,S.8412.358.R1.match.sdr.cov.txt
8415_167,0,0.246304,,,,,8415_167,S.8415.171.R1.match.sdr.cov.txt
8415_243,2,0.246374,,,,,8415_243,S.8415.247.R1.match.sdr.cov.txt
8412_370,2,0.246861,,,,,8412_37,S.8412.374.R1.match.sdr.cov.txt
8412_019,2,0.248049,,,,,8412_019,S.8412.019.R1.match.sdr.cov.txt
8415_350,2,0.249059,,,,,8415_35,S.8415.354.R1.match.sdr.cov.txt
8412_015,2,0.250536,,,,,8412_015,S.8412.015.R1.match.sdr.cov.txt
8415_401,2,0.251116,,,,,8415_401,S.8415.405.R1.match.sdr.cov.txt
8415_402,4,0.251492,,,,,8415_402,S.8415.406.R1.match.sdr.cov.txt
8415_186,2,0.251967,,,,,8415_186,S.8415.19.R1.match.sdr.cov.txt
8415_251,2,0.252871,,,,,8415_251,S.8415.255.R1.match.sdr.cov.txt
8412_207,0,0.253667,,,,,8412_207,S.8412.207.R1.match.sdr.cov.txt
8415_386,1,0.2538,,,,,8415_386,S.8415.39.R1.match.sdr.cov.txt
8415_274,2,0.254161,,,,,8415_274,S.8415.278.R1.match.sdr.cov.txt
8415_210,2,0.255354,,,,,8415_21,S.8415.214.R1.match.sdr.cov.txt
8412_106,0,0.255684,,,,,8412_106,S.8412.106.R1.match.sdr.cov.txt
8412_205,1,0.255876,,,,,8412_205,S.8412.205.R1.match.sdr.cov.txt
8232_03,0,0.25626,,,,,8232_03,S.8232.003.R1.match.sdr.cov.txt
8412_241,2,0.25668,,,,,8412_241,S.8412.241.R1.match.sdr.cov.txt
8412_191,0,0.257557,,,,,8412_191,S.8412.191.R1.match.sdr.cov.txt
8412_152,0,0.257936,,,,,8412_152,S.8412.152.R1.match.sdr.cov.txt
8415_304,1,0.258291,,,,,8415_304,S.8415.308.R1.match.sdr.cov.txt
8412_321,1,0.259182,,,,,8412_321,S.8412.325.R1.match.sdr.cov.txt
8412_446,1,0.260096,,,,,8412_446,S.8412.45.R1.match.sdr.cov.txt
8412_010,1,0.260551,,,,,8412_010,S.8412.01.R1.match.sdr.cov.txt
8412_260,2,0.262672,,,,,8412_260,S.8412.26.R1.match.sdr.cov.txt
8412_112,0,0.262714,,,,,8412_112,S.8412.112.R1.match.sdr.cov.txt
8412_256,0,0.263265,,,,,8412_256,S.8412.256.R1.match.sdr.cov.txt
8412_250,0,0.264817,,,,,8412_250,S.8412.25.R1.match.sdr.cov.txt
8412_053,0,0.265611,,,,,8412_053,S.8412.053.R1.match.sdr.cov.txt
8412_119,2,0.266514,,,,,8412_119,S.8412.119.R1.match.sdr.cov.txt
8415_353,0,0.267851,,,,,8415_353,S.8415.357.R1.match.sdr.cov.txt
8415_433,0,0.268449,,,,,8415_433,S.8415.437.R1.match.sdr.cov.txt
8412_479,0,0.268531,,,,,8412_479,S.8412.483.R1.match.sdr.cov.txt
8412_003,0,0.269455,,,,,8412_003,S.8412.003.R1.match.sdr.cov.txt
8412_025,0,0.270116,,,,,8412_025,S.8412.025.R1.match.sdr.cov.txt
8412_073,0,0.270545,,,,,8412_073,S.8412.073.R1.match.sdr.cov.txt
8412_145,0,0.273157,,,,,8412_145,S.8412.145.R1.match.sdr.cov.txt
8412_230,1,0.273192,,,,,8412_230,S.8412.23.R1.match.sdr.cov.txt
8415_424,0,0.273394,,,,,8415_424,S.8415.428.R1.match.sdr.cov.txt
8412_477,3,0.277177,,,,,8412_477,S.8412.481.R1.match.sdr.cov.txt
8415_335,2,0.278176,,,,,8415_335,S.8415.339.R1.match.sdr.cov.txt
8412_067,2,0.278257,,,,,8412_067,S.8412.067.R1.match.sdr.cov.txt
8412_271,3,0.278271,,,,,8412_271,S.8412.271.R1.match.sdr.cov.txt
8412_201,2,0.28158,,,,,8412_201,S.8412.201.R1.match.sdr.cov.txt
8412_217,1,0.283477,,,,,8412_217,S.8412.217.R1.match.sdr.cov.txt
8415_376,1,0.284211,,,,,8415_376,S.8415.38.R1.match.sdr.cov.txt
8412_209,2,0.284695,,,,,8412_209,S.8412.209.R1.match.sdr.cov.txt
8415_390,0,0.28547,,,,,8415_39,S.8415.394.R1.match.sdr.cov.txt
8412_108,2,0.287607,,,,,8412_108,S.8412.108.R1.match.sdr.cov.txt
8415_398,3,0.28844,,,,,8415_398,S.8415.402.R1.match.sdr.cov.txt
8412_281,0,0.289332,,,,,8412_281,S.8412.281.R1.match.sdr.cov.txt
8412_284,0,0.290182,,,,,8412_284,S.8412.284.R1.match.sdr.cov.txt
8415_193,1,0.290951,,,,,8415_193,S.8415.197.R1.match.sdr.cov.txt
8415_414,2,0.295896,,,,,8415_414,S.8415.418.R1.match.sdr.cov.txt
8415_404,0,0.296575,,,,,8415_404,S.8415.408.R1.match.sdr.cov.txt
8412_006,1,0.29721,,,,,8412_006,S.8412.006.R1.match.sdr.cov.txt
8415_407,2,0.297496,,,,,8415_407,S.8415.411.R1.match.sdr.cov.txt
8412_114,1,0.297852,,,,,8412_114,S.8412.114.R1.match.sdr.cov.txt
8412_216,2,0.299042,,,,,8412_216,S.8412.216.R1.match.sdr.cov.txt
8412_137,1,0.299484,,,,,8412_137,S.8412.137.R1.match.sdr.cov.txt
8415_233,3,0.301659,,,,,8415_233,S.8415.237.R1.match.sdr.cov.txt
8415_406,4,0.303512,,,,,8415_406,S.8415.41.R1.match.sdr.cov.txt
8412_478,0,0.304247,,,,,8412_478,S.8412.482.R1.match.sdr.cov.txt
8412_069,3,0.305517,,,,,8412_069,S.8412.069.R1.match.sdr.cov.txt
8415_385,2,0.307694,,,,,8415_385,S.8415.389.R1.match.sdr.cov.txt
8412_105,3,0.312989,,,,,8412_105,S.8412.105.R1.match.sdr.cov.txt
8415_273,2,0.318335,,,,,8415_273,S.8415.277.R1.match.sdr.cov.txt
8415_316,2,0.321771,,,,,8415_316,S.8415.32.R1.match.sdr.cov.txt
8412_160,1,0.32419,,,,,8412_160,S.8412.16.R1.match.sdr.cov.txt
8412_186,0,0.324919,,,,,8412_186,S.8412.186.R1.match.sdr.cov.txt
8412_279,0,0.331666,,,,,8412_279,S.8412.279.R1.match.sdr.cov.txt
8412_206,0,0.338985,,,,,8412_206,S.8412.206.R1.match.sdr.cov.txt
8412_009,1,0.342954,,,,,8412_009,S.8412.009.R1.match.sdr.cov.txt
8415_267,3,0.361027,,,,,8415_267,S.8415.271.R1.match.sdr.cov.txt
8412_200,2,0.374651,,,,,8412_200,S.8412.2.R1.match.sdr.cov.txt
8415_427,4,0.377214,,,,,8415_427,S.8415.431.R1.match.sdr.cov.txt
8412_144,1,0.38244,,,,,8412_144,S.8412.144.R1.match.sdr.cov.txt
8412_255,2,0.382592,,,,,8412_255,S.8412.255.R1.match.sdr.cov.txt
7619_002,0,0.405479,,,,,7619_002,S.7619.002.R1.match.sdr.cov.txt
8412_122,0,0.449986,,,,,8412_122,S.8412.122.R1.match.sdr.cov.txt
8415_003,0,0.540596,,,,,8415_003,S.8415.007.R1.match.sdr.cov.txt
3582_04,4,18.0562,,,,,3582_04,S.3582.004.R1.match.sdr.cov.txt
